market,date_started,week_end_date,price_per_quintal,year,month
Muzzafarnagar APMC,2023-03-24,2023-03-31,1143.88,2023,3
Naanpara APMC,2023-03-24,2023-03-31,936.63,2023,3
Nagina APMC,2023-03-24,2023-03-31,1272.41,2023,3
Najibabad APMC,2023-03-24,2023-03-31,,2023,3
Naugarh APMC,2023-03-24,2023-03-31,907.5,2023,3
Nautnava APMC,2023-03-24,2023-03-31,750.0,2023,3
Nawabganj APMC,2023-03-24,2023-03-31,1069.47,2023,3
Noida APMC,2023-03-24,2023-03-31,1322.32,2023,3
Orai APMC,2023-03-24,2023-03-31,1029.18,2023,3
Paliakala APMC,2023-03-24,2023-03-31,,2023,3
Parikshitgarh APMC,2023-03-24,2023-03-31,,2023,3
Partaval APMC,2023-03-24,2023-03-31,837.12,2023,3
Payagpur APMC,2023-03-24,2023-03-31,1000.0,2023,3
Pilibhit APMC,2023-03-24,2023-03-31,959.81,2023,3
Pratapgarh APMC,2023-03-24,2023-03-31,1148.64,2023,3
Pukharayan APMC,2023-03-24,2023-03-31,906.71,2023,3
Puranpur APMC,2023-03-24,2023-03-31,955.52,2023,3
Purwa APMC,2023-03-24,2023-03-31,840.63,2023,3
Puwaha APMC,2023-03-24,2023-03-31,1003.16,2023,3
Raath APMC,2023-03-24,2023-03-31,919.02,2023,3
Raibareilly APMC,2023-03-24,2023-03-31,942.48,2023,3
Rampur APMC,2023-03-24,2023-03-31,1006.73,2023,3
Rampurmaniharan APMC,2023-03-24,2023-03-31,1856.2,2023,3
Rasda APMC,2023-03-24,2023-03-31,767.86,2023,3
Robertsganj APMC,2023-03-24,2023-03-31,786.38,2023,3
Rudauli APMC,2023-03-24,2023-03-31,829.44,2023,3
Rura APMC,2023-03-24,2023-03-31,,2023,3
Safdarganj APMC,2023-03-24,2023-03-31,862.98,2023,3
Saharanpur APMC,2023-03-24,2023-03-31,1113.49,2023,3
Sahiyapur APMC,2023-03-24,2023-03-31,1050.0,2023,3
Sambhal APMC,2023-03-24,2023-03-31,1190.4,2023,3
Samsabad APMC,2023-03-24,2023-03-31,678.42,2023,3
Sandila APMC,2023-03-24,2023-03-31,836.2,2023,3
Sardhana APMC,2023-03-24,2023-03-31,1198.96,2023,3
Sehjanwa APMC,2023-03-24,2023-03-31,817.93,2023,3
Shadabad APMC,2023-03-24,2023-03-31,575.0,2023,3
Shahabad(New Mandi) APMC,2023-03-24,2023-03-31,901.42,2023,3
Shahaswan APMC,2023-03-24,2023-03-31,1240.83,2023,3
Shahganj APMC,2023-03-24,2023-03-31,743.27,2023,3
Shahjahanpur APMC,2023-03-24,2023-03-31,975.38,2023,3
Shahpur APMC,2023-03-24,2023-03-31,,2023,3
Shamli APMC,2023-03-24,2023-03-31,1123.71,2023,3
Shikohabad APMC,2023-03-24,2023-03-31,1020.58,2023,3
Sikanderabad APMC,2023-03-24,2023-03-31,816.46,2023,3
Sikarpur APMC,2023-03-24,2023-03-31,870.51,2023,3
Sirsa APMC,2023-03-24,2023-03-31,865.83,2023,3
Sirsaganj APMC,2023-03-24,2023-03-31,905.69,2023,3
Sitapur APMC,2023-03-24,2023-03-31,847.72,2023,3
Siyana APMC,2023-03-24,2023-03-31,920.0,2023,3
Sultanpur APMC,2023-03-24,2023-03-31,853.4,2023,3
Tamkuhi road APMC,2023-03-24,2023-03-31,910.0,2023,3
Thanabhavan APMC,2023-03-24,2023-03-31,1915.71,2023,3
Tikonia APMC,2023-03-24,2023-03-31,686.0,2023,3
Tilhar APMC,2023-03-24,2023-03-31,718.52,2023,3
Tulsipur APMC,2023-03-24,2023-03-31,941.87,2023,3
Tundla APMC,2023-03-24,2023-03-31,969.23,2023,3
Ujhani APMC,2023-03-24,2023-03-31,,2023,3
Unnao APMC,2023-03-24,2023-03-31,812.39,2023,3
Varanasi(F&V) APMC,2023-03-24,2023-03-31,824.31,2023,3
Varipaal APMC,2023-03-24,2023-03-31,1038.46,2023,3
Vishalpur APMC,2023-03-24,2023-03-31,992.59,2023,3
Viswan APMC,2023-03-24,2023-03-31,850.03,2023,3
Wazirganj APMC,2023-03-24,2023-03-31,994.56,2023,3
Yusufpur APMC,2023-03-24,2023-03-31,800.0,2023,3
Average,2023-03-24,2023-03-31,960.22,2023,3
Achalda APMC,2023-04-01,2023-04-08,1048.11,2023,4
Achnera APMC,2023-04-01,2023-04-08,,2023,4
Agra APMC,2023-04-01,2023-04-08,1060.65,2023,4
Ahirora APMC,2023-04-01,2023-04-08,775.68,2023,4
Ajuha APMC,2023-04-01,2023-04-08,1024.29,2023,4
Akbarpur APMC,2023-04-01,2023-04-08,801.68,2023,4
Aligarh APMC,2023-04-01,2023-04-08,1055.3,2023,4
Allahabad APMC,2023-04-01,2023-04-08,1027.9,2023,4
Amroha APMC,2023-04-01,2023-04-08,1066.67,2023,4
Anandnagar APMC,2023-04-01,2023-04-08,984.72,2023,4
Anoop Shahar APMC,2023-04-01,2023-04-08,899.32,2023,4
Anwala APMC,2023-04-01,2023-04-08,650.0,2023,4
Atarra APMC,2023-04-01,2023-04-08,979.14,2023,4
Atrauli APMC,2023-04-01,2023-04-08,1530.0,2023,4
Auraiya APMC,2023-04-01,2023-04-08,1039.65,2023,4
Awagarh APMC,2023-04-01,2023-04-08,933.33,2023,4
Azamgarh APMC,2023-04-01,2023-04-08,981.6,2023,4
Baberu APMC,2023-04-01,2023-04-08,950.36,2023,4
Badayoun APMC,2023-04-01,2023-04-08,1051.43,2023,4
Bagpat APMC,2023-04-01,2023-04-08,,2023,4
Bahraich APMC,2023-04-01,2023-04-08,1175.91,2023,4
Ballia APMC,2023-04-01,2023-04-08,802.21,2023,4
Balrampur APMC,2023-04-01,2023-04-08,1209.64,2023,4
Banda APMC,2023-04-01,2023-04-08,881.49,2023,4
Bangarmau APMC,2023-04-01,2023-04-08,1036.71,2023,4
Barabanki APMC,2023-04-01,2023-04-08,1205.69,2023,4
Baraut APMC,2023-04-01,2023-04-08,1100.0,2023,4
Bareilly APMC,2023-04-01,2023-04-08,1021.39,2023,4
Barhaj APMC,2023-04-01,2023-04-08,,2023,4
Basti APMC,2023-04-01,2023-04-08,981.27,2023,4
Bharthna APMC,2023-04-01,2023-04-08,1047.49,2023,4
Bharuasumerpur APMC,2023-04-01,2023-04-08,977.89,2023,4
Bharwari APMC,2023-04-01,2023-04-08,1023.24,2023,4
Bijnaur APMC,2023-04-01,2023-04-08,1048.7,2023,4
Bilsi APMC,2023-04-01,2023-04-08,1084.15,2023,4
Bindki APMC,2023-04-01,2023-04-08,1006.34,2023,4
Buland Shahr APMC,2023-04-01,2023-04-08,1256.41,2023,4
Chaandpur APMC,2023-04-01,2023-04-08,1443.75,2023,4
Chandausi APMC,2023-04-01,2023-04-08,1060.31,2023,4
Chandoli APMC,2023-04-01,2023-04-08,782.38,2023,4
Charra APMC,2023-04-01,2023-04-08,1038.61,2023,4
Chhibramau APMC,2023-04-01,2023-04-08,1280.0,2023,4
Chirgaon APMC,2023-04-01,2023-04-08,1104.0,2023,4
Chitwadagaon APMC,2023-04-01,2023-04-08,786.9,2023,4
Chorichora APMC,2023-04-01,2023-04-08,807.03,2023,4
Choubepur APMC,2023-04-01,2023-04-08,1018.97,2023,4
Chutmalpur APMC,2023-04-01,2023-04-08,1348.73,2023,4
Dadri APMC,2023-04-01,2023-04-08,1262.7,2023,4
Dankaur APMC,2023-04-01,2023-04-08,,2023,4
Deoband APMC,2023-04-01,2023-04-08,,2023,4
Devariya APMC,2023-04-01,2023-04-08,980.0,2023,4
Dhanaura APMC,2023-04-01,2023-04-08,900.0,2023,4
Dibiapur APMC,2023-04-01,2023-04-08,697.18,2023,4
Divai APMC,2023-04-01,2023-04-08,1020.69,2023,4
Doharighat APMC,2023-04-01,2023-04-08,,2023,4
Dudhi APMC,2023-04-01,2023-04-08,554.85,2023,4
Etah APMC,2023-04-01,2023-04-08,969.22,2023,4
Etawah APMC,2023-04-01,2023-04-08,1032.48,2023,4
Faizabad APMC,2023-04-01,2023-04-08,761.58,2023,4
Farukhabad APMC,2023-04-01,2023-04-08,1041.21,2023,4
Fatehabad APMC,2023-04-01,2023-04-08,650.0,2023,4
Fatehpur APMC,2023-04-01,2023-04-08,1000.49,2023,4
Fatehpur Sikri APMC,2023-04-01,2023-04-08,,2023,4
Firozabad APMC,2023-04-01,2023-04-08,1052.89,2023,4
Gadaura APMC,2023-04-01,2023-04-08,800.0,2023,4
Gangoh APMC,2023-04-01,2023-04-08,1369.23,2023,4
Gazipur APMC,2023-04-01,2023-04-08,807.25,2023,4
Ghaziabad APMC,2023-04-01,2023-04-08,1315.52,2023,4
Ghiraur APMC,2023-04-01,2023-04-08,1017.7,2023,4
Golagokarnath APMC,2023-04-01,2023-04-08,921.34,2023,4
Gonda APMC,2023-04-01,2023-04-08,1314.72,2023,4
Gopiganj APMC,2023-04-01,2023-04-08,741.38,2023,4
Gorakhpur APMC,2023-04-01,2023-04-08,885.09,2023,4
Gulavati APMC,2023-04-01,2023-04-08,1050.0,2023,4
Haathras APMC,2023-04-01,2023-04-08,1051.06,2023,4
Hapur APMC,2023-04-01,2023-04-08,1114.38,2023,4
Hardoi APMC,2023-04-01,2023-04-08,993.24,2023,4
Hasanpur APMC,2023-04-01,2023-04-08,1850.0,2023,4
Jafarganj APMC,2023-04-01,2023-04-08,1187.6,2023,4
Jagnair APMC,2023-04-01,2023-04-08,884.38,2023,4
Jahangirabad APMC,2023-04-01,2023-04-08,1242.9,2023,4
Jalaun APMC,2023-04-01,2023-04-08,568.72,2023,4
Jangipura APMC,2023-04-01,2023-04-08,810.73,2023,4
Jasra APMC,2023-04-01,2023-04-08,1037.67,2023,4
Jasvantnagar APMC,2023-04-01,2023-04-08,1049.37,2023,4
Jaunpur APMC,2023-04-01,2023-04-08,821.92,2023,4
Jayas APMC,2023-04-01,2023-04-08,982.37,2023,4
Jhansi APMC,2023-04-01,2023-04-08,1254.68,2023,4
Jhijhank APMC,2023-04-01,2023-04-08,1064.3,2023,4
Kairana APMC,2023-04-01,2023-04-08,885.41,2023,4
Kamlaganj APMC,2023-04-01,2023-04-08,1450.0,2023,4
Kannauj APMC,2023-04-01,2023-04-08,1045.78,2023,4
Kanpur(Grain) APMC,2023-04-01,2023-04-08,1033.25,2023,4
Karvi APMC,2023-04-01,2023-04-08,888.0,2023,4
Kasganj APMC,2023-04-01,2023-04-08,1011.02,2023,4
Kayamganj APMC,2023-04-01,2023-04-08,1041.2,2023,4
Khaga APMC,2023-04-01,2023-04-08,1055.14,2023,4
Khair APMC,2023-04-01,2023-04-08,1035.86,2023,4
Khairagarh APMC,2023-04-01,2023-04-08,1095.16,2023,4
Khalilabad APMC,2023-04-01,2023-04-08,1031.4,2023,4
Khandhla APMC,2023-04-01,2023-04-08,1475.35,2023,4
Khekda APMC,2023-04-01,2023-04-08,1012.5,2023,4
Khurja APMC,2023-04-01,2023-04-08,1234.31,2023,4
Kiratpur APMC,2023-04-01,2023-04-08,1650.0,2023,4
Konch APMC,2023-04-01,2023-04-08,791.67,2023,4
Kopaganj APMC,2023-04-01,2023-04-08,971.79,2023,4
Kosikalan APMC,2023-04-01,2023-04-08,1200.0,2023,4
Lakhimpur APMC,2023-04-01,2023-04-08,962.12,2023,4
Lalganj APMC,2023-04-01,2023-04-08,972.83,2023,4
Lalitpur APMC,2023-04-01,2023-04-08,711.58,2023,4
Lucknow APMC,2023-04-01,2023-04-08,1082.29,2023,4
Madhoganj APMC,2023-04-01,2023-04-08,977.43,2023,4
Mahoba APMC,2023-04-01,2023-04-08,1117.36,2023,4
Maigalganj APMC,2023-04-01,2023-04-08,921.28,2023,4
Mainpuri APMC,2023-04-01,2023-04-08,1034.96,2023,4
Mathura APMC,2023-04-01,2023-04-08,1111.11,2023,4
Maudaha APMC,2023-04-01,2023-04-08,1088.42,2023,4
Mauranipur APMC,2023-04-01,2023-04-08,1115.87,2023,4
Mawana APMC,2023-04-01,2023-04-08,,2023,4
Meerut APMC,2023-04-01,2023-04-08,1248.35,2023,4
Mehmoodabad APMC,2023-04-01,2023-04-08,,2023,4
Milak APMC,2023-04-01,2023-04-08,1012.2,2023,4
Mirzapur APMC,2023-04-01,2023-04-08,807.23,2023,4
Mohammdi APMC,2023-04-01,2023-04-08,918.02,2023,4
Moth APMC,2023-04-01,2023-04-08,1006.77,2023,4
Mugrabaadshahpur APMC,2023-04-01,2023-04-08,815.62,2023,4
Muradabad APMC,2023-04-01,2023-04-08,1062.04,2023,4
Muradnagar APMC,2023-04-01,2023-04-08,,2023,4
Muskara APMC,2023-04-01,2023-04-08,989.66,2023,4
Muzzafarnagar APMC,2023-04-01,2023-04-08,1248.35,2023,4
Naanpara APMC,2023-04-01,2023-04-08,1163.02,2023,4
Nagina APMC,2023-04-01,2023-04-08,1200.0,2023,4
Najibabad APMC,2023-04-01,2023-04-08,,2023,4
Naugarh APMC,2023-04-01,2023-04-08,910.0,2023,4
Nautnava APMC,2023-04-01,2023-04-08,800.0,2023,4
Nawabganj APMC,2023-04-01,2023-04-08,1224.16,2023,4
Noida APMC,2023-04-01,2023-04-08,1324.97,2023,4
Orai APMC,2023-04-01,2023-04-08,926.72,2023,4
Paliakala APMC,2023-04-01,2023-04-08,,2023,4
Parikshitgarh APMC,2023-04-01,2023-04-08,,2023,4
Partaval APMC,2023-04-01,2023-04-08,915.74,2023,4
Payagpur APMC,2023-04-01,2023-04-08,,2023,4
Pilibhit APMC,2023-04-01,2023-04-08,1071.34,2023,4
Pratapgarh APMC,2023-04-01,2023-04-08,1198.65,2023,4
Pukharayan APMC,2023-04-01,2023-04-08,1058.43,2023,4
Puranpur APMC,2023-04-01,2023-04-08,1062.11,2023,4
Purwa APMC,2023-04-01,2023-04-08,1042.81,2023,4
Puwaha APMC,2023-04-01,2023-04-08,1059.92,2023,4
Raath APMC,2023-04-01,2023-04-08,1062.18,2023,4
Raibareilly APMC,2023-04-01,2023-04-08,969.67,2023,4
Rampur APMC,2023-04-01,2023-04-08,1042.07,2023,4
Rampurmaniharan APMC,2023-04-01,2023-04-08,1860.32,2023,4
Rasda APMC,2023-04-01,2023-04-08,779.84,2023,4
Robertsganj APMC,2023-04-01,2023-04-08,809.39,2023,4
Rudauli APMC,2023-04-01,2023-04-08,1086.23,2023,4
Rura APMC,2023-04-01,2023-04-08,951.72,2023,4
Safdarganj APMC,2023-04-01,2023-04-08,1049.67,2023,4
Saharanpur APMC,2023-04-01,2023-04-08,1244.67,2023,4
Sahiyapur APMC,2023-04-01,2023-04-08,876.36,2023,4
Sambhal APMC,2023-04-01,2023-04-08,1192.66,2023,4
Samsabad APMC,2023-04-01,2023-04-08,702.63,2023,4
Sandila APMC,2023-04-01,2023-04-08,970.58,2023,4
Sardhana APMC,2023-04-01,2023-04-08,1100.0,2023,4
Sehjanwa APMC,2023-04-01,2023-04-08,,2023,4
Shadabad APMC,2023-04-01,2023-04-08,550.0,2023,4
Shahabad(New Mandi) APMC,2023-04-01,2023-04-08,967.29,2023,4
Shahaswan APMC,2023-04-01,2023-04-08,1200.0,2023,4
Shahganj APMC,2023-04-01,2023-04-08,810.22,2023,4
Shahjahanpur APMC,2023-04-01,2023-04-08,1036.9,2023,4
Shahpur APMC,2023-04-01,2023-04-08,,2023,4
Shamli APMC,2023-04-01,2023-04-08,1235.78,2023,4
Shikohabad APMC,2023-04-01,2023-04-08,1044.19,2023,4
Sikanderabad APMC,2023-04-01,2023-04-08,684.32,2023,4
Sikarpur APMC,2023-04-01,2023-04-08,882.26,2023,4
Sirsa APMC,2023-04-01,2023-04-08,400.0,2023,4
Sirsaganj APMC,2023-04-01,2023-04-08,1024.71,2023,4
Sitapur APMC,2023-04-01,2023-04-08,954.03,2023,4
Siyana APMC,2023-04-01,2023-04-08,1003.48,2023,4
Sultanpur APMC,2023-04-01,2023-04-08,1195.01,2023,4
Tamkuhi road APMC,2023-04-01,2023-04-08,,2023,4
Thanabhavan APMC,2023-04-01,2023-04-08,1589.73,2023,4
Tikonia APMC,2023-04-01,2023-04-08,860.0,2023,4
Tilhar APMC,2023-04-01,2023-04-08,768.14,2023,4
Tulsipur APMC,2023-04-01,2023-04-08,1222.68,2023,4
Tundla APMC,2023-04-01,2023-04-08,1108.33,2023,4
Ujhani APMC,2023-04-01,2023-04-08,,2023,4
Unnao APMC,2023-04-01,2023-04-08,1045.91,2023,4
Varanasi(F&V) APMC,2023-04-01,2023-04-08,860.34,2023,4
Varipaal APMC,2023-04-01,2023-04-08,856.19,2023,4
Vishalpur APMC,2023-04-01,2023-04-08,1051.71,2023,4
Viswan APMC,2023-04-01,2023-04-08,973.25,2023,4
Wazirganj APMC,2023-04-01,2023-04-08,1044.12,2023,4
Average,2023-04-01,2023-04-08,1026.34,2023,4
Achalda APMC,2023-04-09,2023-04-15,1049.78,2023,4
Achnera APMC,2023-04-09,2023-04-15,,2023,4
Agra APMC,2023-04-09,2023-04-15,1094.2,2023,4
Ahirora APMC,2023-04-09,2023-04-15,804.51,2023,4
Ajuha APMC,2023-04-09,2023-04-15,1044.19,2023,4
Akbarpur APMC,2023-04-09,2023-04-15,766.59,2023,4
Aligarh APMC,2023-04-09,2023-04-15,1002.37,2023,4
Allahabad APMC,2023-04-09,2023-04-15,1059.95,2023,4
Amroha APMC,2023-04-09,2023-04-15,1061.06,2023,4
Anandnagar APMC,2023-04-09,2023-04-15,922.34,2023,4
Anoop Shahar APMC,2023-04-09,2023-04-15,901.71,2023,4
Anwala APMC,2023-04-09,2023-04-15,637.31,2023,4
Atarra APMC,2023-04-09,2023-04-15,819.25,2023,4
Atrauli APMC,2023-04-09,2023-04-15,1438.46,2023,4
Auraiya APMC,2023-04-09,2023-04-15,994.2,2023,4
Awagarh APMC,2023-04-09,2023-04-15,980.0,2023,4
Azamgarh APMC,2023-04-09,2023-04-15,867.6,2023,4
Baberu APMC,2023-04-09,2023-04-15,819.19,2023,4
Badayoun APMC,2023-04-09,2023-04-15,1059.09,2023,4
Bagpat APMC,2023-04-09,2023-04-15,1000.0,2023,4
Bahraich APMC,2023-04-09,2023-04-15,1110.59,2023,4
Ballia APMC,2023-04-09,2023-04-15,862.34,2023,4
Balrampur APMC,2023-04-09,2023-04-15,1203.5,2023,4
Banda APMC,2023-04-09,2023-04-15,783.73,2023,4
Bangarmau APMC,2023-04-09,2023-04-15,990.49,2023,4
Barabanki APMC,2023-04-09,2023-04-15,1140.99,2023,4
Baraut APMC,2023-04-09,2023-04-15,1026.92,2023,4
Bareilly APMC,2023-04-09,2023-04-15,1036.5,2023,4
Barhaj APMC,2023-04-09,2023-04-15,908.8,2023,4
Basti APMC,2023-04-09,2023-04-15,873.24,2023,4
Bharthna APMC,2023-04-09,2023-04-15,1055.16,2023,4
Bharuasumerpur APMC,2023-04-09,2023-04-15,943.95,2023,4
Bharwari APMC,2023-04-09,2023-04-15,1045.6,2023,4
Bijnaur APMC,2023-04-09,2023-04-15,1048.71,2023,4
Bilsi APMC,2023-04-09,2023-04-15,996.4,2023,4
Bindki APMC,2023-04-09,2023-04-15,1047.31,2023,4
Buland Shahr APMC,2023-04-09,2023-04-15,1267.29,2023,4
Chaandpur APMC,2023-04-09,2023-04-15,1364.29,2023,4
Chandausi APMC,2023-04-09,2023-04-15,1058.37,2023,4
Chandoli APMC,2023-04-09,2023-04-15,844.65,2023,4
Charra APMC,2023-04-09,2023-04-15,966.29,2023,4
Chhibramau APMC,2023-04-09,2023-04-15,,2023,4
Chirgaon APMC,2023-04-09,2023-04-15,924.36,2023,4
Chitwadagaon APMC,2023-04-09,2023-04-15,858.28,2023,4
Chorichora APMC,2023-04-09,2023-04-15,915.66,2023,4
Choubepur APMC,2023-04-09,2023-04-15,1033.63,2023,4
Chutmalpur APMC,2023-04-09,2023-04-15,1300.0,2023,4
Dadri APMC,2023-04-09,2023-04-15,1246.77,2023,4
Dankaur APMC,2023-04-09,2023-04-15,,2023,4
Deoband APMC,2023-04-09,2023-04-15,1400.0,2023,4
Devariya APMC,2023-04-09,2023-04-15,940.0,2023,4
Dhanaura APMC,2023-04-09,2023-04-15,900.0,2023,4
Dibiapur APMC,2023-04-09,2023-04-15,780.77,2023,4
Divai APMC,2023-04-09,2023-04-15,855.0,2023,4
Doharighat APMC,2023-04-09,2023-04-15,,2023,4
Dudhi APMC,2023-04-09,2023-04-15,545.88,2023,4
Etah APMC,2023-04-09,2023-04-15,1091.13,2023,4
Etawah APMC,2023-04-09,2023-04-15,1052.9,2023,4
Faizabad APMC,2023-04-09,2023-04-15,751.6,2023,4
Farukhabad APMC,2023-04-09,2023-04-15,1060.17,2023,4
Fatehabad APMC,2023-04-09,2023-04-15,550.0,2023,4
Fatehpur APMC,2023-04-09,2023-04-15,1043.46,2023,4
Fatehpur Sikri APMC,2023-04-09,2023-04-15,1020.0,2023,4
Firozabad APMC,2023-04-09,2023-04-15,1155.61,2023,4
Gadaura APMC,2023-04-09,2023-04-15,939.53,2023,4
Gangoh APMC,2023-04-09,2023-04-15,1340.93,2023,4
Gazipur APMC,2023-04-09,2023-04-15,867.57,2023,4
Ghaziabad APMC,2023-04-09,2023-04-15,1306.55,2023,4
Ghiraur APMC,2023-04-09,2023-04-15,1054.55,2023,4
Golagokarnath APMC,2023-04-09,2023-04-15,988.98,2023,4
Gonda APMC,2023-04-09,2023-04-15,1312.67,2023,4
Gopiganj APMC,2023-04-09,2023-04-15,815.12,2023,4
Gorakhpur APMC,2023-04-09,2023-04-15,858.56,2023,4
Gulavati APMC,2023-04-09,2023-04-15,1066.67,2023,4
Haathras APMC,2023-04-09,2023-04-15,1023.37,2023,4
Hapur APMC,2023-04-09,2023-04-15,1052.8,2023,4
Hardoi APMC,2023-04-09,2023-04-15,1121.38,2023,4
Hasanpur APMC,2023-04-09,2023-04-15,1850.0,2023,4
Jafarganj APMC,2023-04-09,2023-04-15,1232.62,2023,4
Jagnair APMC,2023-04-09,2023-04-15,718.37,2023,4
Jahangirabad APMC,2023-04-09,2023-04-15,1261.15,2023,4
Jalaun APMC,2023-04-09,2023-04-15,441.34,2023,4
Jangipura APMC,2023-04-09,2023-04-15,845.62,2023,4
Jasra APMC,2023-04-09,2023-04-15,1048.9,2023,4
Jasvantnagar APMC,2023-04-09,2023-04-15,1068.73,2023,4
Jaunpur APMC,2023-04-09,2023-04-15,864.24,2023,4
Jayas APMC,2023-04-09,2023-04-15,992.66,2023,4
Jhansi APMC,2023-04-09,2023-04-15,916.39,2023,4
Jhijhank APMC,2023-04-09,2023-04-15,1039.0,2023,4
Kairana APMC,2023-04-09,2023-04-15,930.0,2023,4
Kamlaganj APMC,2023-04-09,2023-04-15,1343.33,2023,4
Kannauj APMC,2023-04-09,2023-04-15,1062.92,2023,4
Kanpur(Grain) APMC,2023-04-09,2023-04-15,1047.88,2023,4
Karvi APMC,2023-04-09,2023-04-15,860.05,2023,4
Kasganj APMC,2023-04-09,2023-04-15,952.91,2023,4
Kayamganj APMC,2023-04-09,2023-04-15,1059.0,2023,4
Khaga APMC,2023-04-09,2023-04-15,1050.0,2023,4
Khair APMC,2023-04-09,2023-04-15,1089.75,2023,4
Khairagarh APMC,2023-04-09,2023-04-15,,2023,4
Khalilabad APMC,2023-04-09,2023-04-15,800.0,2023,4
Khandhla APMC,2023-04-09,2023-04-15,1450.0,2023,4
Khekda APMC,2023-04-09,2023-04-15,800.0,2023,4
Khurja APMC,2023-04-09,2023-04-15,1262.71,2023,4
Kiratpur APMC,2023-04-09,2023-04-15,1516.67,2023,4
Konch APMC,2023-04-09,2023-04-15,697.12,2023,4
Kopaganj APMC,2023-04-09,2023-04-15,871.5,2023,4
Kosikalan APMC,2023-04-09,2023-04-15,1250.0,2023,4
Lakhimpur APMC,2023-04-09,2023-04-15,1002.45,2023,4
Lalganj APMC,2023-04-09,2023-04-15,946.81,2023,4
Lalitpur APMC,2023-04-09,2023-04-15,562.06,2023,4
Lucknow APMC,2023-04-09,2023-04-15,1092.16,2023,4
Madhoganj APMC,2023-04-09,2023-04-15,1003.39,2023,4
Mahoba APMC,2023-04-09,2023-04-15,1020.0,2023,4
Maigalganj APMC,2023-04-09,2023-04-15,961.09,2023,4
Mainpuri APMC,2023-04-09,2023-04-15,1056.79,2023,4
Mathura APMC,2023-04-09,2023-04-15,1119.29,2023,4
Maudaha APMC,2023-04-09,2023-04-15,933.7,2023,4
Mauranipur APMC,2023-04-09,2023-04-15,911.71,2023,4
Mawana APMC,2023-04-09,2023-04-15,,2023,4
Meerut APMC,2023-04-09,2023-04-15,1259.48,2023,4
Mehmoodabad APMC,2023-04-09,2023-04-15,,2023,4
Milak APMC,2023-04-09,2023-04-15,1037.94,2023,4
Mirzapur APMC,2023-04-09,2023-04-15,822.23,2023,4
Mohammdi APMC,2023-04-09,2023-04-15,1001.49,2023,4
Moth APMC,2023-04-09,2023-04-15,791.22,2023,4
Mugrabaadshahpur APMC,2023-04-09,2023-04-15,863.25,2023,4
Muradabad APMC,2023-04-09,2023-04-15,1051.54,2023,4
Muradnagar APMC,2023-04-09,2023-04-15,,2023,4
Muskara APMC,2023-04-09,2023-04-15,792.57,2023,4
Muzzafarnagar APMC,2023-04-09,2023-04-15,1265.63,2023,4
Naanpara APMC,2023-04-09,2023-04-15,1098.86,2023,4
Nagina APMC,2023-04-09,2023-04-15,1300.0,2023,4
Najibabad APMC,2023-04-09,2023-04-15,,2023,4
Naugarh APMC,2023-04-09,2023-04-15,837.27,2023,4
Nautnava APMC,2023-04-09,2023-04-15,743.75,2023,4
Nawabganj APMC,2023-04-09,2023-04-15,1158.81,2023,4
Noida APMC,2023-04-09,2023-04-15,1250.65,2023,4
Orai APMC,2023-04-09,2023-04-15,756.06,2023,4
Paliakala APMC,2023-04-09,2023-04-15,,2023,4
Parikshitgarh APMC,2023-04-09,2023-04-15,,2023,4
Partaval APMC,2023-04-09,2023-04-15,1296.0,2023,4
Payagpur APMC,2023-04-09,2023-04-15,729.41,2023,4
Pilibhit APMC,2023-04-09,2023-04-15,1078.19,2023,4
Pratapgarh APMC,2023-04-09,2023-04-15,1181.08,2023,4
Pukharayan APMC,2023-04-09,2023-04-15,1039.29,2023,4
Puranpur APMC,2023-04-09,2023-04-15,1073.27,2023,4
Purwa APMC,2023-04-09,2023-04-15,995.18,2023,4
Puwaha APMC,2023-04-09,2023-04-15,1060.62,2023,4
Raath APMC,2023-04-09,2023-04-15,915.86,2023,4
Raibareilly APMC,2023-04-09,2023-04-15,947.13,2023,4
Rampur APMC,2023-04-09,2023-04-15,1048.46,2023,4
Rampurmaniharan APMC,2023-04-09,2023-04-15,1804.84,2023,4
Rasda APMC,2023-04-09,2023-04-15,846.52,2023,4
Robertsganj APMC,2023-04-09,2023-04-15,842.68,2023,4
Rudauli APMC,2023-04-09,2023-04-15,1143.69,2023,4
Rura APMC,2023-04-09,2023-04-15,,2023,4
Safdarganj APMC,2023-04-09,2023-04-15,1135.57,2023,4
Saharanpur APMC,2023-04-09,2023-04-15,1275.1,2023,4
Sahiyapur APMC,2023-04-09,2023-04-15,1073.86,2023,4
Sambhal APMC,2023-04-09,2023-04-15,1231.61,2023,4
Samsabad APMC,2023-04-09,2023-04-15,806.98,2023,4
Sandila APMC,2023-04-09,2023-04-15,1005.67,2023,4
Sardhana APMC,2023-04-09,2023-04-15,1333.33,2023,4
Sehjanwa APMC,2023-04-09,2023-04-15,988.24,2023,4
Shadabad APMC,2023-04-09,2023-04-15,610.0,2023,4
Shahabad(New Mandi) APMC,2023-04-09,2023-04-15,995.67,2023,4
Shahaswan APMC,2023-04-09,2023-04-15,1115.56,2023,4
Shahganj APMC,2023-04-09,2023-04-15,803.85,2023,4
Shahjahanpur APMC,2023-04-09,2023-04-15,1062.21,2023,4
Shahpur APMC,2023-04-09,2023-04-15,,2023,4
