market,date_started,week_end_date,price_per_quintal,year,month
Gonda APMC,2024-11-09,2024-11-15,3226.01,2024,11
Gopiganj APMC,2024-11-09,2024-11-15,3120.0,2024,11
Gorakhpur APMC,2024-11-09,2024-11-15,3205.56,2024,11
Gurusarai APMC,2024-11-09,2024-11-15,3943.42,2024,11
Haathras APMC,2024-11-09,2024-11-15,3081.63,2024,11
Hapur APMC,2024-11-09,2024-11-15,3114.29,2024,11
Hardoi APMC,2024-11-09,2024-11-15,3598.96,2024,11
Hasanpur APMC,2024-11-09,2024-11-15,1854.44,2024,11
Jafarganj APMC,2024-11-09,2024-11-15,3661.69,2024,11
Jagnair APMC,2024-11-09,2024-11-15,,2024,11
Jahangirabad APMC,2024-11-09,2024-11-15,3222.33,2024,11
Jalalabad APMC,2024-11-09,2024-11-15,1950.0,2024,11
Jalaun APMC,2024-11-09,2024-11-15,3525.42,2024,11
Jasra APMC,2024-11-09,2024-11-15,3885.71,2024,11
Jasvantnagar APMC,2024-11-09,2024-11-15,3806.55,2024,11
Jaunpur APMC,2024-11-09,2024-11-15,3193.32,2024,11
Jayas APMC,2024-11-09,2024-11-15,3720.88,2024,11
Jhansi APMC,2024-11-09,2024-11-15,3958.3,2024,11
Jhijhank APMC,2024-11-09,2024-11-15,,2024,11
Kairana APMC,2024-11-09,2024-11-15,1831.94,2024,11
Kannauj APMC,2024-11-09,2024-11-15,3850.8,2024,11
Kanpur(Grain) APMC,2024-11-09,2024-11-15,3920.36,2024,11
Karvi APMC,2024-11-09,2024-11-15,3905.0,2024,11
Kasganj APMC,2024-11-09,2024-11-15,3200.94,2024,11
Kayamganj APMC,2024-11-09,2024-11-15,3753.85,2024,11
Khaga APMC,2024-11-09,2024-11-15,3831.07,2024,11
Khair APMC,2024-11-09,2024-11-15,3690.91,2024,11
Khalilabad APMC,2024-11-09,2024-11-15,2050.0,2024,11
Khandhla APMC,2024-11-09,2024-11-15,2411.54,2024,11
Khatauli APMC,2024-11-09,2024-11-15,2200.0,2024,11
Khekda APMC,2024-11-09,2024-11-15,,2024,11
Khurja APMC,2024-11-09,2024-11-15,3160.47,2024,11
Kiratpur APMC,2024-11-09,2024-11-15,1868.18,2024,11
Konch APMC,2024-11-09,2024-11-15,2700.0,2024,11
Kopaganj APMC,2024-11-09,2024-11-15,3166.67,2024,11
Kosikalan APMC,2024-11-09,2024-11-15,3061.21,2024,11
Lakhimpur APMC,2024-11-09,2024-11-15,3727.14,2024,11
Lalganj APMC,2024-11-09,2024-11-15,3521.43,2024,11
Lalitpur APMC,2024-11-09,2024-11-15,3750.98,2024,11
Lucknow APMC,2024-11-09,2024-11-15,3548.62,2024,11
Madhoganj APMC,2024-11-09,2024-11-15,3642.42,2024,11
Mahoba APMC,2024-11-09,2024-11-15,3629.27,2024,11
Maigalganj APMC,2024-11-09,2024-11-15,,2024,11
Mainpuri APMC,2024-11-09,2024-11-15,3248.42,2024,11
Manjhanpur APMC,2024-11-09,2024-11-15,3837.29,2024,11
Mathura APMC,2024-11-09,2024-11-15,2963.05,2024,11
Maudaha APMC,2024-11-09,2024-11-15,,2024,11
Mauranipur APMC,2024-11-09,2024-11-15,3953.34,2024,11
Meerut APMC,2024-11-09,2024-11-15,3098.03,2024,11
Mehmoodabad APMC,2024-11-09,2024-11-15,3722.32,2024,11
Milak APMC,2024-11-09,2024-11-15,3237.81,2024,11
Mirzapur APMC,2024-11-09,2024-11-15,3092.12,2024,11
Mohamadabad APMC,2024-11-09,2024-11-15,3787.14,2024,11
Mohammdi APMC,2024-11-09,2024-11-15,3703.17,2024,11
Moth APMC,2024-11-09,2024-11-15,4087.66,2024,11
Mugrabaadshahpur APMC,2024-11-09,2024-11-15,3191.06,2024,11
Muradabad APMC,2024-11-09,2024-11-15,3270.97,2024,11
Muskara APMC,2024-11-09,2024-11-15,3555.56,2024,11
Muzzafarnagar APMC,2024-11-09,2024-11-15,3238.16,2024,11
Naanpara APMC,2024-11-09,2024-11-15,,2024,11
Nagina APMC,2024-11-09,2024-11-15,3875.0,2024,11
Najibabad APMC,2024-11-09,2024-11-15,2000.0,2024,11
Naugarh APMC,2024-11-09,2024-11-15,,2024,11
Nautnava APMC,2024-11-09,2024-11-15,1637.5,2024,11
Nawabganj APMC,2024-11-09,2024-11-15,3393.18,2024,11
Noida APMC,2024-11-09,2024-11-15,3180.33,2024,11
Orai APMC,2024-11-09,2024-11-15,3739.81,2024,11
Paliakala APMC,2024-11-09,2024-11-15,4610.0,2024,11
Panchpedwa APMC,2024-11-09,2024-11-15,3594.09,2024,11
Partaval APMC,2024-11-09,2024-11-15,3264.26,2024,11
Payagpur APMC,2024-11-09,2024-11-15,,2024,11
Pilibhit APMC,2024-11-09,2024-11-15,3602.5,2024,11
Pratapgarh APMC,2024-11-09,2024-11-15,3995.16,2024,11
Pukharayan APMC,2024-11-09,2024-11-15,3876.79,2024,11
Puranpur APMC,2024-11-09,2024-11-15,3613.85,2024,11
Purwa APMC,2024-11-09,2024-11-15,3618.32,2024,11
Puwaha APMC,2024-11-09,2024-11-15,3543.15,2024,11
Raibareilly APMC,2024-11-09,2024-11-15,3394.93,2024,11
Rampur APMC,2024-11-09,2024-11-15,3252.2,2024,11
Rampurmaniharan APMC,2024-11-09,2024-11-15,2778.57,2024,11
Rasda APMC,2024-11-09,2024-11-15,3197.27,2024,11
Robertsganj APMC,2024-11-09,2024-11-15,3161.99,2024,11
Rudauli APMC,2024-11-09,2024-11-15,,2024,11
Rura APMC,2024-11-09,2024-11-15,,2024,11
Safdarganj APMC,2024-11-09,2024-11-15,3685.71,2024,11
Saharanpur APMC,2024-11-09,2024-11-15,3228.57,2024,11
Sahiyapur APMC,2024-11-09,2024-11-15,3022.16,2024,11
Salon APMC,2024-11-09,2024-11-15,3258.12,2024,11
Sambhal APMC,2024-11-09,2024-11-15,3056.57,2024,11
Samsabad APMC,2024-11-09,2024-11-15,2244.44,2024,11
Sandi APMC,2024-11-09,2024-11-15,3754.44,2024,11
Sandila APMC,2024-11-09,2024-11-15,3583.78,2024,11
Sardhana APMC,2024-11-09,2024-11-15,1940.91,2024,11
Sehjanwa APMC,2024-11-09,2024-11-15,1900.0,2024,11
Shadabad APMC,2024-11-09,2024-11-15,2950.0,2024,11
Shahabad(New Mandi) APMC,2024-11-09,2024-11-15,,2024,11
Shahaswan APMC,2024-11-09,2024-11-15,4200.0,2024,11
Shahganj APMC,2024-11-09,2024-11-15,3219.05,2024,11
Shahjahanpur APMC,2024-11-09,2024-11-15,3533.39,2024,11
Shamli APMC,2024-11-09,2024-11-15,3224.48,2024,11
Shikohabad APMC,2024-11-09,2024-11-15,,2024,11
Sikanderabad APMC,2024-11-09,2024-11-15,2568.21,2024,11
Sikarpur APMC,2024-11-09,2024-11-15,2396.15,2024,11
Sirsa APMC,2024-11-09,2024-11-15,3275.86,2024,11
Sirsaganj APMC,2024-11-09,2024-11-15,2520.0,2024,11
Sitapur APMC,2024-11-09,2024-11-15,3724.57,2024,11
Siyana APMC,2024-11-09,2024-11-15,2889.42,2024,11
Sultanpur APMC,2024-11-09,2024-11-15,3638.35,2024,11
Tamkuhi road APMC,2024-11-09,2024-11-15,,2024,11
Tanda(Rampur) APMC,2024-11-09,2024-11-15,,2024,11
Thanabhavan APMC,2024-11-09,2024-11-15,2733.33,2024,11
Tikonia APMC,2024-11-09,2024-11-15,,2024,11
Tilhar APMC,2024-11-09,2024-11-15,3553.48,2024,11
Tulsipur APMC,2024-11-09,2024-11-15,3741.61,2024,11
Tundla APMC,2024-11-09,2024-11-15,3140.45,2024,11
Ujhani APMC,2024-11-09,2024-11-15,,2024,11
Unnao APMC,2024-11-09,2024-11-15,3562.33,2024,11
Uttaripura APMC,2024-11-09,2024-11-15,3965.26,2024,11
Varanasi APMC,2024-11-09,2024-11-15,3104.57,2024,11
Varanasi(F&V) APMC,2024-11-09,2024-11-15,,2024,11
Varipaal APMC,2024-11-09,2024-11-15,2927.66,2024,11
Vishalpur APMC,2024-11-09,2024-11-15,3577.95,2024,11
Viswan APMC,2024-11-09,2024-11-15,3680.93,2024,11
Wazirganj APMC,2024-11-09,2024-11-15,,2024,11
Average,2024-11-09,2024-11-15,3308.71,2024,11
Achalda APMC,2024-11-16,2024-11-23,3080.42,2024,11
Achnera APMC,2024-11-16,2024-11-23,2871.3,2024,11
Agra APMC,2024-11-16,2024-11-23,2813.83,2024,11
Ahirora APMC,2024-11-16,2024-11-23,2787.37,2024,11
Ajuha APMC,2024-11-16,2024-11-23,3392.95,2024,11
Akbarpur APMC,2024-11-16,2024-11-23,3439.7,2024,11
Aligarh APMC,2024-11-16,2024-11-23,3131.71,2024,11
Allahabad APMC,2024-11-16,2024-11-23,3517.86,2024,11
Amroha APMC,2024-11-16,2024-11-23,2931.17,2024,11
Anandnagar APMC,2024-11-16,2024-11-23,2211.54,2024,11
Anoop Shahar APMC,2024-11-16,2024-11-23,2908.57,2024,11
Anwala APMC,2024-11-16,2024-11-23,4200.0,2024,11
Atarra APMC,2024-11-16,2024-11-23,3056.14,2024,11
Auraiya APMC,2024-11-16,2024-11-23,3116.3,2024,11
Awagarh APMC,2024-11-16,2024-11-23,,2024,11
Azamgarh APMC,2024-11-16,2024-11-23,2913.41,2024,11
Baberu APMC,2024-11-16,2024-11-23,,2024,11
Bachranwa APMC,2024-11-16,2024-11-23,3000.0,2024,11
Badayoun APMC,2024-11-16,2024-11-23,3164.6,2024,11
Bagpat APMC,2024-11-16,2024-11-23,2466.67,2024,11
Bahraich APMC,2024-11-16,2024-11-23,3123.37,2024,11
Ballia APMC,2024-11-16,2024-11-23,2943.65,2024,11
Balrampur APMC,2024-11-16,2024-11-23,3119.64,2024,11
Banda APMC,2024-11-16,2024-11-23,3015.25,2024,11
Bangarmau APMC,2024-11-16,2024-11-23,2892.55,2024,11
Barabanki APMC,2024-11-16,2024-11-23,3392.75,2024,11
Baraut APMC,2024-11-16,2024-11-23,3105.36,2024,11
Bareilly APMC,2024-11-16,2024-11-23,2907.93,2024,11
Basti APMC,2024-11-16,2024-11-23,3016.08,2024,11
Bharthna APMC,2024-11-16,2024-11-23,3347.3,2024,11
Bharuasumerpur APMC,2024-11-16,2024-11-23,3064.95,2024,11
Bharwari APMC,2024-11-16,2024-11-23,3340.1,2024,11
Bhinga APMC,2024-11-16,2024-11-23,3274.42,2024,11
Bijnaur APMC,2024-11-16,2024-11-23,3006.19,2024,11
Bilsi APMC,2024-11-16,2024-11-23,,2024,11
Bindki APMC,2024-11-16,2024-11-23,3244.55,2024,11
Buland Shahr APMC,2024-11-16,2024-11-23,3120.44,2024,11
Chaandpur APMC,2024-11-16,2024-11-23,2666.67,2024,11
Chandausi APMC,2024-11-16,2024-11-23,2971.06,2024,11
Chandoli APMC,2024-11-16,2024-11-23,2934.69,2024,11
Charra APMC,2024-11-16,2024-11-23,4100.0,2024,11
Chhibramau APMC,2024-11-16,2024-11-23,3237.76,2024,11
Chirgaon APMC,2024-11-16,2024-11-23,3251.91,2024,11
Chitwadagaon APMC,2024-11-16,2024-11-23,2940.71,2024,11
Chorichora APMC,2024-11-16,2024-11-23,,2024,11
Choubepur APMC,2024-11-16,2024-11-23,3327.46,2024,11
Chutmalpur APMC,2024-11-16,2024-11-23,2100.0,2024,11
Dadri APMC,2024-11-16,2024-11-23,3073.24,2024,11
Dankaur APMC,2024-11-16,2024-11-23,,2024,11
Deoband APMC,2024-11-16,2024-11-23,,2024,11
Devariya APMC,2024-11-16,2024-11-23,3009.11,2024,11
Dhanaura APMC,2024-11-16,2024-11-23,1175.0,2024,11
Dibiapur APMC,2024-11-16,2024-11-23,1502.86,2024,11
Doharighat APMC,2024-11-16,2024-11-23,5320.0,2024,11
Dudhi APMC,2024-11-16,2024-11-23,2891.3,2024,11
Etah APMC,2024-11-16,2024-11-23,2927.05,2024,11
Etawah APMC,2024-11-16,2024-11-23,3316.44,2024,11
Faizabad APMC,2024-11-16,2024-11-23,3321.11,2024,11
Farukhabad APMC,2024-11-16,2024-11-23,3027.66,2024,11
Fatehabad APMC,2024-11-16,2024-11-23,1364.29,2024,11
Fatehpur APMC,2024-11-16,2024-11-23,3185.0,2024,11
Fatehpur Sikri APMC,2024-11-16,2024-11-23,,2024,11
Firozabad APMC,2024-11-16,2024-11-23,2927.92,2024,11
Gadaura APMC,2024-11-16,2024-11-23,2380.77,2024,11
Gangoh APMC,2024-11-16,2024-11-23,,2024,11
Gazipur APMC,2024-11-16,2024-11-23,2912.4,2024,11
Ghaziabad APMC,2024-11-16,2024-11-23,3116.95,2024,11
Ghiraur APMC,2024-11-16,2024-11-23,2999.71,2024,11
Golagokarnath APMC,2024-11-16,2024-11-23,3068.33,2024,11
Gonda APMC,2024-11-16,2024-11-23,3538.92,2024,11
Gopiganj APMC,2024-11-16,2024-11-23,2934.94,2024,11
Gorakhpur APMC,2024-11-16,2024-11-23,3015.53,2024,11
Gurusarai APMC,2024-11-16,2024-11-23,3430.59,2024,11
Haathras APMC,2024-11-16,2024-11-23,3096.35,2024,11
Hapur APMC,2024-11-16,2024-11-23,3060.18,2024,11
Hardoi APMC,2024-11-16,2024-11-23,2981.45,2024,11
Hasanpur APMC,2024-11-16,2024-11-23,1850.0,2024,11
Jafarganj APMC,2024-11-16,2024-11-23,3377.2,2024,11
Jagnair APMC,2024-11-16,2024-11-23,2300.0,2024,11
Jahangirabad APMC,2024-11-16,2024-11-23,3124.11,2024,11
Jalalabad APMC,2024-11-16,2024-11-23,1940.22,2024,11
Jalaun APMC,2024-11-16,2024-11-23,3378.31,2024,11
Jasra APMC,2024-11-16,2024-11-23,3216.67,2024,11
Jasvantnagar APMC,2024-11-16,2024-11-23,3323.61,2024,11
Jaunpur APMC,2024-11-16,2024-11-23,2896.6,2024,11
Jayas APMC,2024-11-16,2024-11-23,3317.8,2024,11
Jhansi APMC,2024-11-16,2024-11-23,3188.85,2024,11
Jhijhank APMC,2024-11-16,2024-11-23,,2024,11
Kairana APMC,2024-11-16,2024-11-23,1773.81,2024,11
Kannauj APMC,2024-11-16,2024-11-23,3093.86,2024,11
Kanpur(Grain) APMC,2024-11-16,2024-11-23,3219.84,2024,11
Karnailganj APMC,2024-11-16,2024-11-23,2100.0,2024,11
Karvi APMC,2024-11-16,2024-11-23,3765.88,2024,11
Kasganj APMC,2024-11-16,2024-11-23,3180.43,2024,11
Kayamganj APMC,2024-11-16,2024-11-23,3208.31,2024,11
Khaga APMC,2024-11-16,2024-11-23,3261.97,2024,11
Khair APMC,2024-11-16,2024-11-23,3251.55,2024,11
Khalilabad APMC,2024-11-16,2024-11-23,2100.0,2024,11
Khandhla APMC,2024-11-16,2024-11-23,2450.0,2024,11
Khekda APMC,2024-11-16,2024-11-23,2485.71,2024,11
Khurja APMC,2024-11-16,2024-11-23,3136.04,2024,11
Kiratpur APMC,2024-11-16,2024-11-23,2020.59,2024,11
Konch APMC,2024-11-16,2024-11-23,2500.0,2024,11
Kopaganj APMC,2024-11-16,2024-11-23,2301.82,2024,11
Kosikalan APMC,2024-11-16,2024-11-23,2927.29,2024,11
Lakhimpur APMC,2024-11-16,2024-11-23,3028.73,2024,11
Lalganj APMC,2024-11-16,2024-11-23,2869.02,2024,11
Lalitpur APMC,2024-11-16,2024-11-23,3064.91,2024,11
Lucknow APMC,2024-11-16,2024-11-23,3086.92,2024,11
Madhoganj APMC,2024-11-16,2024-11-23,2960.86,2024,11
Mahoba APMC,2024-11-16,2024-11-23,3152.1,2024,11
Maigalganj APMC,2024-11-16,2024-11-23,,2024,11
Mainpuri APMC,2024-11-16,2024-11-23,2918.67,2024,11
Manjhanpur APMC,2024-11-16,2024-11-23,3300.97,2024,11
Mathura APMC,2024-11-16,2024-11-23,2739.77,2024,11
Maudaha APMC,2024-11-16,2024-11-23,,2024,11
Mauranipur APMC,2024-11-16,2024-11-23,3397.72,2024,11
Meerut APMC,2024-11-16,2024-11-23,3047.13,2024,11
Mehmoodabad APMC,2024-11-16,2024-11-23,3005.12,2024,11
Milak APMC,2024-11-16,2024-11-23,3006.02,2024,11
Mirzapur APMC,2024-11-16,2024-11-23,2872.44,2024,11
Mohamadabad APMC,2024-11-16,2024-11-23,3170.81,2024,11
Mohammdi APMC,2024-11-16,2024-11-23,3020.41,2024,11
Moth APMC,2024-11-16,2024-11-23,3382.98,2024,11
Mugrabaadshahpur APMC,2024-11-16,2024-11-23,2952.12,2024,11
Muradabad APMC,2024-11-16,2024-11-23,3029.24,2024,11
Muradnagar APMC,2024-11-16,2024-11-23,,2024,11
Muskara APMC,2024-11-16,2024-11-23,3138.02,2024,11
Muzzafarnagar APMC,2024-11-16,2024-11-23,3276.29,2024,11
Naanpara APMC,2024-11-16,2024-11-23,,2024,11
Nagina APMC,2024-11-16,2024-11-23,3944.83,2024,11
Najibabad APMC,2024-11-16,2024-11-23,2128.0,2024,11
Naugarh APMC,2024-11-16,2024-11-23,,2024,11
Nautnava APMC,2024-11-16,2024-11-23,1600.0,2024,11
Nawabganj APMC,2024-11-16,2024-11-23,3098.06,2024,11
Noida APMC,2024-11-16,2024-11-23,3115.96,2024,11
Orai APMC,2024-11-16,2024-11-23,3300.0,2024,11
Paliakala APMC,2024-11-16,2024-11-23,3709.52,2024,11
Panchpedwa APMC,2024-11-16,2024-11-23,4239.8,2024,11
Partaval APMC,2024-11-16,2024-11-23,3008.8,2024,11
Payagpur APMC,2024-11-16,2024-11-23,2792.86,2024,11
Pilibhit APMC,2024-11-16,2024-11-23,3217.23,2024,11
Pratapgarh APMC,2024-11-16,2024-11-23,3554.17,2024,11
Pukharayan APMC,2024-11-16,2024-11-23,3067.65,2024,11
Puranpur APMC,2024-11-16,2024-11-23,3184.12,2024,11
Purwa APMC,2024-11-16,2024-11-23,3001.3,2024,11
Puwaha APMC,2024-11-16,2024-11-23,3136.73,2024,11
Raibareilly APMC,2024-11-16,2024-11-23,2804.87,2024,11
Rampur APMC,2024-11-16,2024-11-23,3015.49,2024,11
Rampurmaniharan APMC,2024-11-16,2024-11-23,,2024,11
Rasda APMC,2024-11-16,2024-11-23,2977.63,2024,11
Robertsganj APMC,2024-11-16,2024-11-23,2941.94,2024,11
Rudauli APMC,2024-11-16,2024-11-23,,2024,11
Rura APMC,2024-11-16,2024-11-23,,2024,11
Safdarganj APMC,2024-11-16,2024-11-23,3493.75,2024,11
Saharanpur APMC,2024-11-16,2024-11-23,3295.9,2024,11
Sahiyapur APMC,2024-11-16,2024-11-23,2473.03,2024,11
Salon APMC,2024-11-16,2024-11-23,2801.43,2024,11
Sambhal APMC,2024-11-16,2024-11-23,2385.47,2024,11
Samsabad APMC,2024-11-16,2024-11-23,1782.76,2024,11
Sandi APMC,2024-11-16,2024-11-23,2968.31,2024,11
Sandila APMC,2024-11-16,2024-11-23,2961.64,2024,11
Sardhana APMC,2024-11-16,2024-11-23,2100.0,2024,11
Sehjanwa APMC,2024-11-16,2024-11-23,1900.0,2024,11
Shadabad APMC,2024-11-16,2024-11-23,2510.0,2024,11
Shahabad(New Mandi) APMC,2024-11-16,2024-11-23,2950.0,2024,11
Shahaswan APMC,2024-11-16,2024-11-23,,2024,11
Shahganj APMC,2024-11-16,2024-11-23,2946.15,2024,11
Shahjahanpur APMC,2024-11-16,2024-11-23,3137.38,2024,11
Shahpur APMC,2024-11-16,2024-11-23,,2024,11
Shamli APMC,2024-11-16,2024-11-23,3248.52,2024,11
Shikohabad APMC,2024-11-16,2024-11-23,,2024,11
Sikanderabad APMC,2024-11-16,2024-11-23,,2024,11
Sikarpur APMC,2024-11-16,2024-11-23,2619.35,2024,11
Sirsa APMC,2024-11-16,2024-11-23,3100.0,2024,11
Sirsaganj APMC,2024-11-16,2024-11-23,2200.0,2024,11
Sitapur APMC,2024-11-16,2024-11-23,3066.9,2024,11
Siyana APMC,2024-11-16,2024-11-23,2822.61,2024,11
Sultanpur APMC,2024-11-16,2024-11-23,3288.07,2024,11
Tamkuhi road APMC,2024-11-16,2024-11-23,,2024,11
Tanda(Rampur) APMC,2024-11-16,2024-11-23,,2024,11
Thanabhavan APMC,2024-11-16,2024-11-23,2764.29,2024,11
Tikonia APMC,2024-11-16,2024-11-23,2960.0,2024,11
Tilhar APMC,2024-11-16,2024-11-23,3145.64,2024,11
Tulsipur APMC,2024-11-16,2024-11-23,3743.37,2024,11
Tundla APMC,2024-11-16,2024-11-23,2966.67,2024,11
Ujhani APMC,2024-11-16,2024-11-23,,2024,11
Unnao APMC,2024-11-16,2024-11-23,2974.52,2024,11
Uttaripura APMC,2024-11-16,2024-11-23,3356.16,2024,11
Varanasi APMC,2024-11-16,2024-11-23,2904.04,2024,11
Varanasi(F&V) APMC,2024-11-16,2024-11-23,,2024,11
Varipaal APMC,2024-11-16,2024-11-23,2602.55,2024,11
Vishalpur APMC,2024-11-16,2024-11-23,3194.81,2024,11
Viswan APMC,2024-11-16,2024-11-23,3061.65,2024,11
Wazirganj APMC,2024-11-16,2024-11-23,,2024,11
Average,2024-11-16,2024-11-23,2974.56,2024,11
Achalda APMC,2024-11-24,2024-11-30,3119.57,2024,11
Achnera APMC,2024-11-24,2024-11-30,2966.02,2024,11
Agra APMC,2024-11-24,2024-11-30,2861.41,2024,11
Ahirora APMC,2024-11-24,2024-11-30,2063.97,2024,11
Ajuha APMC,2024-11-24,2024-11-30,3240.96,2024,11
Akbarpur APMC,2024-11-24,2024-11-30,3377.27,2024,11
Aligarh APMC,2024-11-24,2024-11-30,3323.18,2024,11
Allahabad APMC,2024-11-24,2024-11-30,3425.22,2024,11
Amroha APMC,2024-11-24,2024-11-30,2834.93,2024,11
Anandnagar APMC,2024-11-24,2024-11-30,2500.0,2024,11
Anoop Shahar APMC,2024-11-24,2024-11-30,2902.04,2024,11
Anwala APMC,2024-11-24,2024-11-30,,2024,11
Atarra APMC,2024-11-24,2024-11-30,2998.93,2024,11
Auraiya APMC,2024-11-24,2024-11-30,3098.88,2024,11
Awagarh APMC,2024-11-24,2024-11-30,,2024,11
Azamgarh APMC,2024-11-24,2024-11-30,2937.92,2024,11
Baberu APMC,2024-11-24,2024-11-30,,2024,11
Bachranwa APMC,2024-11-24,2024-11-30,2988.24,2024,11
Badayoun APMC,2024-11-24,2024-11-30,2994.06,2024,11
Bagpat APMC,2024-11-24,2024-11-30,,2024,11
Bahraich APMC,2024-11-24,2024-11-30,3438.76,2024,11
Ballia APMC,2024-11-24,2024-11-30,2894.12,2024,11
Balrampur APMC,2024-11-24,2024-11-30,3450.08,2024,11
Banda APMC,2024-11-24,2024-11-30,2954.17,2024,11
Bangarmau APMC,2024-11-24,2024-11-30,2865.65,2024,11
Barabanki APMC,2024-11-24,2024-11-30,3312.48,2024,11
Baraut APMC,2024-11-24,2024-11-30,3075.79,2024,11
Bareilly APMC,2024-11-24,2024-11-30,2809.48,2024,11
Basti APMC,2024-11-24,2024-11-30,3100.32,2024,11
Bharthna APMC,2024-11-24,2024-11-30,3130.3,2024,11
Bharuasumerpur APMC,2024-11-24,2024-11-30,3036.9,2024,11
Bharwari APMC,2024-11-24,2024-11-30,3221.19,2024,11
Bhinga APMC,2024-11-24,2024-11-30,3474.45,2024,11
Bijnaur APMC,2024-11-24,2024-11-30,2866.86,2024,11
Bilsi APMC,2024-11-24,2024-11-30,3002.31,2024,11
Bindki APMC,2024-11-24,2024-11-30,3378.66,2024,11
Buland Shahr APMC,2024-11-24,2024-11-30,3011.48,2024,11
Chaandpur APMC,2024-11-24,2024-11-30,2757.14,2024,11
Chandausi APMC,2024-11-24,2024-11-30,2898.07,2024,11
Chandoli APMC,2024-11-24,2024-11-30,2818.43,2024,11
Charra APMC,2024-11-24,2024-11-30,4108.82,2024,11
Chhibramau APMC,2024-11-24,2024-11-30,3117.14,2024,11
Chirgaon APMC,2024-11-24,2024-11-30,3283.9,2024,11
Chitwadagaon APMC,2024-11-24,2024-11-30,2883.45,2024,11
Chorichora APMC,2024-11-24,2024-11-30,4831.58,2024,11
Choubepur APMC,2024-11-24,2024-11-30,3147.6,2024,11
Chutmalpur APMC,2024-11-24,2024-11-30,2155.62,2024,11
Dadri APMC,2024-11-24,2024-11-30,3000.0,2024,11
Dankaur APMC,2024-11-24,2024-11-30,,2024,11
Deoband APMC,2024-11-24,2024-11-30,,2024,11
Devariya APMC,2024-11-24,2024-11-30,3243.92,2024,11
Dhanaura APMC,2024-11-24,2024-11-30,1235.29,2024,11
Dibiapur APMC,2024-11-24,2024-11-30,1000.0,2024,11
Doharighat APMC,2024-11-24,2024-11-30,4255.3,2024,11
Dudhi APMC,2024-11-24,2024-11-30,2738.63,2024,11
Etah APMC,2024-11-24,2024-11-30,2811.23,2024,11
Etawah APMC,2024-11-24,2024-11-30,3098.59,2024,11
Faizabad APMC,2024-11-24,2024-11-30,3320.0,2024,11
Farukhabad APMC,2024-11-24,2024-11-30,3027.08,2024,11
Fatehabad APMC,2024-11-24,2024-11-30,1296.39,2024,11
Fatehpur APMC,2024-11-24,2024-11-30,3191.56,2024,11
Fatehpur Sikri APMC,2024-11-24,2024-11-30,,2024,11
Firozabad APMC,2024-11-24,2024-11-30,2944.75,2024,11
Gadaura APMC,2024-11-24,2024-11-30,2500.0,2024,11
Gangoh APMC,2024-11-24,2024-11-30,,2024,11
Gazipur APMC,2024-11-24,2024-11-30,2833.3,2024,11
Ghaziabad APMC,2024-11-24,2024-11-30,2785.41,2024,11
Ghiraur APMC,2024-11-24,2024-11-30,2793.61,2024,11
Golagokarnath APMC,2024-11-24,2024-11-30,2975.5,2024,11
Gonda APMC,2024-11-24,2024-11-30,3622.06,2024,11
Gopiganj APMC,2024-11-24,2024-11-30,2858.36,2024,11
Gorakhpur APMC,2024-11-24,2024-11-30,3266.84,2024,11
Gurusarai APMC,2024-11-24,2024-11-30,3361.81,2024,11
Haathras APMC,2024-11-24,2024-11-30,3230.79,2024,11
Hapur APMC,2024-11-24,2024-11-30,3040.38,2024,11
Hardoi APMC,2024-11-24,2024-11-30,2889.98,2024,11
Hasanpur APMC,2024-11-24,2024-11-30,1851.67,2024,11
Jafarganj APMC,2024-11-24,2024-11-30,3326.47,2024,11
Jagnair APMC,2024-11-24,2024-11-30,,2024,11
Jahangirabad APMC,2024-11-24,2024-11-30,3034.74,2024,11
Jalalabad APMC,2024-11-24,2024-11-30,1950.0,2024,11
Jalaun APMC,2024-11-24,2024-11-30,3687.36,2024,11
Jasra APMC,2024-11-24,2024-11-30,,2024,11
Jasvantnagar APMC,2024-11-24,2024-11-30,3120.61,2024,11
Jaunpur APMC,2024-11-24,2024-11-30,2836.28,2024,11
Jayas APMC,2024-11-24,2024-11-30,3324.06,2024,11
Jhansi APMC,2024-11-24,2024-11-30,3307.06,2024,11
Jhijhank APMC,2024-11-24,2024-11-30,,2024,11
Kairana APMC,2024-11-24,2024-11-30,1750.0,2024,11
Kannauj APMC,2024-11-24,2024-11-30,3094.0,2024,11
Kanpur(Grain) APMC,2024-11-24,2024-11-30,2962.2,2024,11
Karnailganj APMC,2024-11-24,2024-11-30,3500.0,2024,11
Karvi APMC,2024-11-24,2024-11-30,3097.41,2024,11
Kasganj APMC,2024-11-24,2024-11-30,3313.83,2024,11
Kayamganj APMC,2024-11-24,2024-11-30,3096.39,2024,11
Khaga APMC,2024-11-24,2024-11-30,3150.0,2024,11
Khair APMC,2024-11-24,2024-11-30,3328.57,2024,11
Khalilabad APMC,2024-11-24,2024-11-30,2050.0,2024,11
Khandhla APMC,2024-11-24,2024-11-30,2650.0,2024,11
Khekda APMC,2024-11-24,2024-11-30,,2024,11
Khurja APMC,2024-11-24,2024-11-30,3027.35,2024,11
Kiratpur APMC,2024-11-24,2024-11-30,2221.43,2024,11
Konch APMC,2024-11-24,2024-11-30,2500.0,2024,11
Kopaganj APMC,2024-11-24,2024-11-30,2245.88,2024,11
